person_age,monthly_salary,person_income,loan_amnt,loan_tenure_months,loan_category,bank_roi,cibil_score,monthly_emi,emi_to_salary_ratio,savings_to_expense_ratio,night_transaction_ratio,cb_person_default_on_file,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_int_rate,loan_percent_income,cb_person_default_on_file_yn,cb_person_cred_hist_length,loan_status
29,64206.74,770480.88,720561.95,60,Auto,11.34,667,15789.46,0.245916,0.227295,0.116114,0,OWN,11.0,VENTURE,D,11.34,0.935211,N,10.41,0
47,269250.12,3231001.44,1476395.79,24,Personal,10.92,616,68755.68,0.25536,0.191993,0.115389,0,RENT,5.94,PERSONAL,E,10.92,0.456947,N,27.63,0
33,48652.25,583827.0,906553.68,60,Home,12.82,483,20543.71,0.422256,0.113506,0.073677,0,RENT,1.14,HOMEIMPROVEMENT,G,12.82,1.0,N,15.06,0
52,61773.0,741276.0,324021.5,36,Business,14.59,506,11167.74,0.180787,0.214729,0.136134,0,OWN,6.31,VENTURE,F,14.59,0.437113,N,35.29,1
27,62648.95,751787.4,1383632.17,12,Personal,11.99,682,122926.97,1.962155,0.119932,0.162614,0,MORTGAGE,5.72,PERSONAL,C,11.99,1.0,N,10.49,1
30,76149.5,913794.0,1157953.93,36,Personal,17.16,805,41377.85,0.543377,0.182999,0.124168,0,RENT,1.65,PERSONAL,A,17.16,1.0,N,10.93,0
33,28850.21,346202.52,310821.54,48,Personal,11.63,593,8129.16,0.281771,0.213777,0.036399,0,OWN,4.84,PERSONAL,E,11.63,0.897803,N,15.86,0
28,49201.08,590412.96,367946.05,48,Auto,8.5,704,9069.25,0.18433,0.089349,0.2015,0,RENT,3.29,VENTURE,C,8.5,0.623201,N,11.62,0
34,84676.69,1016120.28,2275853.22,24,Home,10.03,694,105049.92,1.2406,0.184977,0.133297,0,RENT,3.25,HOMEIMPROVEMENT,C,10.03,1.0,N,17.36,1
45,42207.02,506484.24,635646.33,36,Personal,9.74,695,20433.07,0.484115,0.163823,0.153479,0,RENT,1.49,PERSONAL,C,9.74,1.0,N,26.85,0
46,82794.2,993530.4,506215.64,36,Home,11.22,766,16625.68,0.200807,0.264777,0.136471,0,RENT,4.57,HOMEIMPROVEMENT,B,11.22,0.509512,N,30.67,0
43,54613.13,655357.56,566061.25,24,Personal,15.06,726,27461.32,0.502834,0.29429,0.112361,0,OWN,4.68,PERSONAL,C,15.06,0.863744,N,23.96,1
28,65586.33,787035.96,601001.02,48,Auto,9.89,900,15211.77,0.231935,0.186931,0.197909,0,MORTGAGE,1.99,VENTURE,A,9.89,0.763626,N,10.09,0
29,102814.52,1233774.24,1758015.43,24,Education,10.15,534,81248.32,0.790242,0.173806,0.169584,1,OWN,2.48,EDUCATION,F,10.15,1.0,Y,10.62,1
57,44962.61,539551.32,513064.26,24,Personal,11.59,680,24053.49,0.534966,0.311789,0.201323,0,MORTGAGE,1.9,PERSONAL,C,11.59,0.950909,N,37.9,0
31,21566.34,258796.08,173250.39,9,Education,10.26,610,20082.09,0.931177,0.109673,0.166699,0,MORTGAGE,3.28,EDUCATION,E,10.26,0.669447,N,13.39,0
25,43923.12,527077.44,1217890.0,12,Home,10.08,752,107114.63,2.438685,0.05,0.161752,0,OWN,7.0,HOMEIMPROVEMENT,B,10.08,1.0,N,6.46,1
39,31403.26,376839.12,803555.06,36,Home,9.09,665,25587.97,0.814819,0.273429,0.107275,0,RENT,2.7,HOMEIMPROVEMENT,D,9.09,1.0,N,19.87,1
21,15000.0,180000.0,114863.74,12,Home,11.42,632,10174.62,0.678308,0.1904,0.308449,1,MORTGAGE,3.0,HOMEIMPROVEMENT,D,11.42,0.638132,Y,2.41,1
34,48338.86,580066.32,358054.27,24,Auto,9.38,727,16419.94,0.339684,0.141506,0.082877,0,RENT,7.39,VENTURE,C,9.38,0.617264,N,14.95,0
55,58070.81,696849.72,347691.03,36,Auto,11.78,743,11511.44,0.198231,0.149693,0.038108,0,OWN,3.87,VENTURE,B,11.78,0.498947,N,36.94,1
31,95078.37,1140940.44,561796.06,12,Auto,12.8,709,50125.89,0.527206,0.134753,0.232398,0,MORTGAGE,9.89,VENTURE,C,12.8,0.492397,N,11.42,0
49,26014.61,312175.32,479264.01,36,Personal,10.73,717,15630.1,0.60082,0.263219,0.192568,0,RENT,2.19,PERSONAL,C,10.73,1.0,N,28.25,0
40,54345.42,652145.04,985813.37,48,Home,8.5,563,24298.63,0.447115,0.136574,0.031419,1,OWN,4.42,HOMEIMPROVEMENT,E,8.5,1.0,Y,22.74,1
35,101402.68,1216832.16,1141085.91,36,Education,8.64,656,36097.18,0.355979,0.111082,0.107266,1,MORTGAGE,5.35,EDUCATION,D,8.64,0.937751,Y,15.07,1
47,36505.26,438063.12,758049.84,12,Personal,11.77,457,67268.91,1.842718,0.072683,0.149816,1,RENT,1.44,PERSONAL,G,11.77,1.0,Y,27.99,1
44,71092.21,853106.52,1624720.23,24,Business,10.44,700,75302.53,1.059223,0.22995,0.128707,0,MORTGAGE,1.26,VENTURE,C,10.44,1.0,N,25.78,1
33,134407.41,1612888.92,2627732.77,24,Personal,15.21,602,127674.49,0.949907,0.05,0.145771,0,RENT,4.05,PERSONAL,E,15.21,1.0,N,14.99,1
29,16857.51,202290.12,152111.6,9,Home,10.25,544,17631.61,1.045921,0.287057,0.195225,0,MORTGAGE,2.44,HOMEIMPROVEMENT,F,10.25,0.751948,N,12.33,1
57,60693.54,728322.48,1384113.61,48,Auto,10.04,656,35130.99,0.578826,0.150707,0.109428,1,RENT,5.34,VENTURE,D,10.04,1.0,Y,40.24,1
27,103542.14,1242505.68,1272245.43,48,Personal,11.11,581,32948.98,0.318218,0.09029,0.163159,0,OWN,2.9,PERSONAL,E,11.11,1.0,N,10.89,0
59,41754.91,501058.92,621452.85,24,Home,11.79,666,29193.07,0.699153,0.17018,0.142661,0,RENT,8.05,HOMEIMPROVEMENT,D,11.79,1.0,N,39.64,0
39,118427.47,1421129.64,2167891.12,24,Personal,14.46,736,104559.46,0.882899,0.11164,0.16014,1,MORTGAGE,1.33,PERSONAL,C,14.46,1.0,Y,22.57,1
60,75397.78,904773.36,793688.3,24,Personal,11.7,729,37250.05,0.494047,0.30648,0.053628,0,MORTGAGE,2.54,PERSONAL,C,11.7,0.877223,N,41.5,0
35,148986.99,1787843.88,1849911.16,36,Home,10.69,745,60290.47,0.404669,0.154706,0.055464,0,MORTGAGE,5.1,HOMEIMPROVEMENT,B,10.69,1.0,N,16.36,0
43,73092.34,877108.08,1021697.45,60,Personal,13.4,753,23458.02,0.320937,0.111031,0.109324,1,MORTGAGE,9.69,PERSONAL,B,13.4,1.0,Y,25.94,1
45,156611.46,1879337.52,2055858.15,36,Auto,12.13,680,68407.21,0.436796,0.1867,0.09568,0,RENT,4.98,VENTURE,C,12.13,1.0,N,27.94,0
34,61697.58,740370.96,697649.96,60,Auto,12.51,688,15700.67,0.254478,0.305591,0.068373,1,MORTGAGE,2.57,VENTURE,C,12.51,0.942298,Y,18.51,1
29,22681.9,272182.8,290496.34,24,Auto,13.21,728,13839.36,0.61015,0.267392,0.249997,0,OWN,9.55,VENTURE,C,13.21,1.0,N,8.05,1
41,35291.58,423498.96,816325.89,12,Personal,13.64,752,73156.01,2.072903,0.081436,0.174464,0,OWN,4.89,PERSONAL,B,13.64,1.0,N,22.98,0
47,94941.68,1139300.16,391787.93,36,Personal,11.61,664,12940.25,0.136297,0.224451,0.124259,0,RENT,1.23,PERSONAL,D,11.61,0.343885,N,28.08,0
31,93827.55,1125930.6,795231.59,24,Business,12.14,804,37486.16,0.399522,0.174496,0.025897,0,MORTGAGE,6.49,VENTURE,A,12.14,0.706288,N,13.67,0
51,42772.01,513264.12,785868.4,48,Business,10.01,730,19933.98,0.466052,0.206425,0.139049,0,RENT,1.63,VENTURE,C,10.01,1.0,N,33.65,0
46,152143.66,1825723.92,1274066.44,24,Business,13.04,565,60597.72,0.398293,0.389068,0.03573,1,RENT,6.04,VENTURE,E,13.04,0.697842,Y,27.33,1
27,41673.45,500081.4,243605.3,36,Auto,11.52,556,8034.92,0.192807,0.228862,0.048841,1,MORTGAGE,6.54,VENTURE,F,11.52,0.487131,Y,7.33,1
58,67994.78,815937.36,670117.28,24,Home,9.45,621,30751.22,0.452259,0.271619,0.04924,0,OWN,6.31,HOMEIMPROVEMENT,D,9.45,0.821285,N,41.85,0
22,66874.3,802491.6,943507.95,48,Home,10.84,647,24310.64,0.363527,0.349994,0.161848,0,OWN,3.55,HOMEIMPROVEMENT,D,10.84,1.0,N,4.09,0
47,23195.6,278347.2,222409.22,60,Auto,10.52,710,4782.63,0.206187,0.132713,0.061759,0,MORTGAGE,9.0,VENTURE,C,10.52,0.799035,N,29.23,0
38,48228.47,578741.64,946043.98,12,Personal,11.0,847,83613.51,1.733696,0.248776,0.255653,0,RENT,3.37,PERSONAL,A,11.0,1.0,N,19.78,0
47,214957.96,2579495.52,3545808.83,60,Personal,14.72,471,83836.55,0.390014,0.140873,0.012406,0,MORTGAGE,2.9,PERSONAL,G,14.72,1.0,N,29.56,1
51,29632.88,355594.56,476099.19,36,Personal,11.52,641,15704.39,0.529965,0.143924,0.13633,0,OTHER,1.77,PERSONAL,D,11.52,1.0,N,33.76,0
48,74988.84,899866.08,1120843.65,48,Auto,11.14,846,29043.84,0.387309,0.218293,0.086903,0,MORTGAGE,6.45,VENTURE,A,11.14,1.0,N,31.12,0
47,25780.42,309365.04,106552.58,12,Personal,13.7,495,9552.14,0.370519,0.101627,0.080225,0,RENT,1.84,PERSONAL,G,13.7,0.344424,N,30.69,1
54,29448.15,353377.8,387659.18,24,Personal,10.68,787,18009.55,0.611568,0.13972,0.135394,0,RENT,5.19,PERSONAL,B,10.68,1.0,N,37.14,1
49,22057.93,264695.16,261562.65,60,Personal,12.83,707,5928.98,0.268791,0.063099,0.035974,0,RENT,0.77,PERSONAL,C,12.83,0.988166,N,30.73,0
53,90639.25,1087671.0,1034621.56,24,Business,11.05,617,48243.56,0.532259,0.307642,0.212241,0,RENT,7.36,VENTURE,E,11.05,0.951227,N,36.1,1
37,30551.45,366617.4,419508.53,12,Auto,12.39,829,37349.36,1.222507,0.05,0.130194,0,RENT,2.77,VENTURE,A,12.39,1.0,N,18.67,1
29,110248.97,1322987.64,1262868.1,24,Home,14.2,663,60753.55,0.551058,0.343506,0.238621,0,OTHER,11.0,HOMEIMPROVEMENT,D,14.2,0.954558,N,13.89,1
30,37466.7,449600.4,583522.05,60,Personal,14.27,757,13659.16,0.364568,0.068791,0.06507,0,RENT,6.57,PERSONAL,B,14.27,1.0,N,11.3,1
45,55647.9,667774.8,418495.42,12,Auto,13.56,669,37489.86,0.673698,0.076191,0.176085,0,MORTGAGE,3.18,VENTURE,D,13.56,0.626701,N,26.02,1
42,65961.63,791539.56,1671887.31,36,Auto,12.29,645,55760.61,0.845349,0.204737,0.18614,0,MORTGAGE,7.39,VENTURE,D,12.29,1.0,N,24.59,0
24,19533.27,234399.24,363098.7,36,Personal,15.63,581,12699.26,0.650135,0.274102,0.179879,0,OWN,6.0,PERSONAL,E,15.63,1.0,N,5.92,1
29,58231.96,698783.52,630913.89,24,Personal,8.86,604,28781.57,0.494257,0.12781,0.209647,1,OWN,3.15,PERSONAL,E,8.86,0.902875,Y,12.14,0
59,63572.65,762871.8,1241590.32,36,Education,11.5,750,40940.0,0.643988,0.217028,0.244689,0,OWN,0.95,EDUCATION,B,11.5,1.0,N,41.81,1
50,102130.86,1225570.32,1385552.4,36,Education,12.65,705,46452.73,0.454835,0.087512,0.051787,0,RENT,10.32,EDUCATION,C,12.65,1.0,N,31.08,0
51,28978.17,347738.04,336948.87,60,Personal,12.02,671,7498.81,0.258775,0.410758,0.165764,0,OWN,0.46,PERSONAL,C,12.02,0.968973,N,32.09,0
28,31564.45,378773.4,260565.9,48,Home,11.49,638,6796.25,0.215314,0.155597,0.092902,0,MORTGAGE,2.52,HOMEIMPROVEMENT,D,11.49,0.68792,N,9.86,0
23,76552.25,918627.0,342484.74,48,Education,9.91,686,8672.05,0.113283,0.294398,0.087977,1,RENT,5.0,EDUCATION,C,9.91,0.372822,Y,5.78,1
32,120262.87,1443154.44,2067588.79,9,Auto,13.87,714,243207.56,2.0223,0.05,0.147352,0,OWN,6.1,VENTURE,C,13.87,1.0,N,12.22,0
55,36116.26,433395.12,768650.3,24,Personal,12.52,634,36370.63,1.007043,0.113027,0.158842,0,MORTGAGE,1.9,PERSONAL,D,12.52,1.0,N,34.68,1
41,24560.08,294720.96,558003.49,36,Business,12.28,717,18608.7,0.757681,0.144966,0.134556,0,MORTGAGE,4.38,VENTURE,C,12.28,1.0,N,22.65,1
52,42615.07,511380.84,611334.48,36,Home,9.09,736,19467.29,0.456817,0.163383,0.086598,0,MORTGAGE,5.92,HOMEIMPROVEMENT,C,9.09,1.0,N,33.63,1
40,28057.36,336688.32,192042.54,24,Auto,11.47,657,8992.96,0.320521,0.126874,0.163742,0,OTHER,4.38,VENTURE,D,11.47,0.570387,N,22.91,1
40,65425.58,785106.96,1225823.36,60,Home,13.06,674,27925.78,0.426833,0.188779,0.046056,0,MORTGAGE,6.63,HOMEIMPROVEMENT,C,13.06,1.0,N,23.87,0
45,26959.72,323516.64,463380.07,36,Personal,14.62,756,15977.38,0.592639,0.143581,0.14937,1,RENT,2.97,PERSONAL,B,14.62,1.0,Y,25.75,1
59,92387.12,1108645.44,1988353.57,48,Home,8.83,597,49319.69,0.533837,0.291886,0.22685,0,MORTGAGE,3.49,HOMEIMPROVEMENT,E,8.83,1.0,N,40.17,0
38,58546.12,702553.44,1235898.71,36,Personal,12.74,763,41488.33,0.708644,0.170445,0.127264,1,MORTGAGE,4.73,PERSONAL,B,12.74,1.0,Y,19.24,1
44,94132.62,1129591.44,1408778.38,36,Personal,13.4,795,47742.04,0.507178,0.05,0.17415,0,RENT,11.82,PERSONAL,B,13.4,1.0,N,25.94,1
57,15000.0,180000.0,149826.55,60,Personal,12.18,570,3346.48,0.223099,0.300883,0.038928,1,OTHER,5.49,PERSONAL,E,12.18,0.83237,Y,37.26,0
35,17945.77,215349.24,197319.67,48,Business,13.11,825,5303.98,0.295556,0.32887,0.051504,0,OWN,4.18,VENTURE,A,13.11,0.916278,N,16.66,0
54,111927.16,1343125.92,2153526.82,12,Education,13.1,730,192451.8,1.719438,0.061514,0.247063,0,OWN,6.85,EDUCATION,C,13.1,1.0,N,36.36,1
42,33466.07,401592.84,278486.97,36,Personal,12.35,640,9296.91,0.277801,0.138853,0.013677,0,MORTGAGE,4.61,PERSONAL,D,12.35,0.693456,N,22.97,0
56,21379.13,256549.56,318904.45,36,Auto,12.18,687,10619.33,0.496715,0.116398,0.153101,1,RENT,7.43,VENTURE,C,12.18,1.0,Y,37.04,1
39,45632.75,547593.0,508569.38,9,Auto,13.3,826,59684.55,1.307932,0.061074,0.165636,0,RENT,9.17,VENTURE,A,13.3,0.928736,N,18.34,1
46,59599.8,715197.6,1150603.14,36,Home,11.7,795,38049.35,0.638414,0.188162,0.160317,1,OWN,8.06,HOMEIMPROVEMENT,B,11.7,1.0,Y,28.88,1
33,46872.73,562472.76,1219175.72,48,Personal,12.84,591,32612.86,0.695775,0.204549,0.146358,1,MORTGAGE,7.52,PERSONAL,E,12.84,1.0,Y,15.27,1
46,68241.52,818898.24,774637.62,24,Business,15.34,604,37684.83,0.552227,0.156124,0.133374,0,RENT,5.91,VENTURE,E,15.34,0.945951,N,27.81,1
34,62912.5,754950.0,931621.89,24,Home,9.06,593,42585.23,0.676896,0.274857,0.12692,0,OTHER,5.74,HOMEIMPROVEMENT,E,9.06,1.0,N,16.69,0
45,60967.17,731606.04,635065.16,48,Auto,8.5,900,15653.28,0.256749,0.116341,0.050985,0,OWN,2.21,VENTURE,A,8.5,0.868043,N,28.1,0
52,115730.86,1388770.32,1826286.4,36,Education,11.57,900,60283.7,0.520896,0.121588,0.086374,0,RENT,3.96,EDUCATION,A,11.57,1.0,N,33.54,1
38,51097.55,613170.6,385510.88,60,Business,16.19,623,9413.82,0.184232,0.292465,0.004449,0,RENT,2.17,VENTURE,D,16.19,0.628717,N,19.03,0
38,50204.09,602449.08,943688.57,60,Personal,16.48,787,23191.99,0.461954,0.139068,0.036462,0,RENT,6.7,PERSONAL,B,16.48,1.0,N,20.39,1
33,83423.63,1001083.56,855642.6,9,Home,8.78,730,98584.66,1.181735,0.05,0.189895,0,OWN,3.72,HOMEIMPROVEMENT,C,8.78,0.854716,N,16.66,1
50,71796.85,861562.2,1105336.21,24,Home,9.37,749,50685.76,0.705961,0.082319,0.141104,0,RENT,6.72,HOMEIMPROVEMENT,B,9.37,1.0,N,31.57,1
44,29979.98,359759.76,230103.54,12,Home,8.5,819,20069.58,0.669433,0.084683,0.154595,0,MORTGAGE,3.98,HOMEIMPROVEMENT,A,8.5,0.639603,N,24.92,1
41,48763.23,585158.76,1334386.16,24,Business,13.0,702,63438.51,1.30095,0.139636,0.1493,0,MORTGAGE,5.87,VENTURE,C,13.0,1.0,N,24.9,1
22,67032.81,804393.72,513684.71,48,Home,11.64,539,13435.58,0.200433,0.294395,0.118255,0,RENT,1.72,HOMEIMPROVEMENT,F,11.64,0.638599,N,4.7,0
25,36239.43,434873.16,237555.44,36,Education,9.25,663,7581.71,0.209212,0.134608,0.231688,0,MORTGAGE,6.82,EDUCATION,D,9.25,0.546264,N,6.01,1
21,37290.53,447486.36,425776.31,36,Home,9.59,750,13657.39,0.366243,0.199024,0.108162,0,RENT,1.13,HOMEIMPROVEMENT,B,9.59,0.951484,N,2.64,0
55,22362.15,268345.8,472351.68,48,Home,12.8,687,12624.33,0.56454,0.22139,0.15172,1,OWN,7.98,HOMEIMPROVEMENT,C,12.8,1.0,Y,35.45,1
55,15000.0,180000.0,64684.83,12,Personal,16.08,766,5871.34,0.391422,0.244671,0.041032,0,MORTGAGE,4.75,PERSONAL,B,16.08,0.35936,N,37.11,0
23,41173.61,494083.32,660522.89,24,Personal,14.09,709,31741.91,0.770928,0.138728,0.214055,0,RENT,1.38,PERSONAL,C,14.09,1.0,N,3.82,1
22,55624.08,667488.96,777160.44,24,Auto,10.4,552,36005.64,0.647303,0.240432,0.214153,0,OWN,4.0,VENTURE,F,10.4,1.0,N,5.59,0
52,26708.88,320506.56,239640.49,12,Personal,15.73,717,21712.44,0.812929,0.110017,0.10362,0,OWN,11.12,PERSONAL,C,15.73,0.747693,N,32.18,0
41,117797.61,1413571.32,2023478.14,48,Personal,13.52,718,54809.81,0.465288,0.204806,0.063463,0,OWN,4.89,PERSONAL,C,13.52,1.0,N,23.63,0
33,27501.06,330012.72,160810.24,48,Auto,10.68,701,4131.23,0.150221,0.346443,0.021433,0,RENT,3.88,VENTURE,C,10.68,0.487285,N,14.48,0
45,89100.33,1069203.96,664920.94,48,Personal,11.46,636,17334.83,0.194554,0.179863,0.033888,0,RENT,12.6,PERSONAL,D,11.46,0.621884,N,26.65,1
30,66250.75,795009.0,420159.94,12,Home,8.5,570,36646.26,0.553145,0.246007,0.222159,0,MORTGAGE,8.72,HOMEIMPROVEMENT,E,8.5,0.528497,N,13.63,1
28,190194.26,2282331.12,2542257.07,24,Home,13.46,803,121411.88,0.638357,0.161912,0.217098,0,MORTGAGE,10.0,HOMEIMPROVEMENT,A,13.46,1.0,N,9.0,0
35,71246.69,854960.28,367442.88,24,Personal,17.21,777,18204.52,0.255514,0.17037,0.023283,0,RENT,7.67,PERSONAL,B,17.21,0.429778,N,15.3,0
56,21638.61,259663.32,563534.98,60,Personal,12.49,670,12676.1,0.585809,0.14691,0.194849,0,MORTGAGE,5.47,PERSONAL,C,12.49,1.0,N,36.93,1
51,97014.91,1164178.92,1582756.63,36,Auto,12.49,555,52939.94,0.545689,0.089126,0.176187,0,MORTGAGE,15.0,VENTURE,F,12.49,1.0,N,32.32,0
28,142707.03,1712484.36,1982128.86,12,Home,10.23,770,174471.88,1.222588,0.27281,0.173987,0,RENT,1.3,HOMEIMPROVEMENT,B,10.23,1.0,N,9.54,0
43,17795.0,213540.0,323746.01,12,Auto,11.71,627,28721.28,1.614009,0.151718,0.111629,0,RENT,1.93,VENTURE,D,11.71,1.0,N,24.86,1
56,75620.1,907441.2,443566.66,24,Auto,9.39,559,20343.94,0.269028,0.17966,0.03348,0,OWN,3.7,VENTURE,F,9.39,0.48881,N,37.18,0
59,86352.14,1036225.68,838883.93,36,Home,11.15,772,27525.39,0.318757,0.224852,0.017594,0,MORTGAGE,17.17,HOMEIMPROVEMENT,B,11.15,0.809557,N,43.34,0
51,45356.24,544274.88,351298.11,36,Home,13.76,646,11965.77,0.263818,0.171697,0.032215,1,OWN,1.8,HOMEIMPROVEMENT,D,13.76,0.645442,Y,32.56,0
26,15000.0,180000.0,66093.41,48,Personal,12.48,835,1755.96,0.117064,0.075472,0.085486,0,MORTGAGE,6.3,PERSONAL,A,12.48,0.367186,N,7.62,0
30,43149.46,517793.52,732436.22,36,Personal,11.94,743,24305.52,0.563287,0.279551,0.154116,0,RENT,4.3,PERSONAL,B,11.94,1.0,N,10.95,0
29,36364.87,436378.44,617665.6,36,Personal,14.52,588,21266.07,0.584797,0.161573,0.164691,1,OWN,1.02,PERSONAL,E,14.52,1.0,Y,10.18,1
27,129038.43,1548461.16,934140.88,36,Home,9.12,635,29758.88,0.23062,0.249583,0.061755,0,OWN,3.87,HOMEIMPROVEMENT,D,9.12,0.60327,N,8.48,0
28,48866.4,586396.8,768353.91,48,Home,9.81,668,19417.83,0.397366,0.329629,0.113145,0,MORTGAGE,5.8,HOMEIMPROVEMENT,D,9.81,1.0,N,10.85,0
33,40239.86,482878.32,222382.82,36,Personal,11.91,833,7376.25,0.183307,0.081214,0.076777,0,RENT,6.04,PERSONAL,A,11.91,0.460536,N,14.19,0
43,36246.3,434955.6,701344.71,36,Home,9.43,648,22444.59,0.619224,0.312544,0.143899,0,RENT,1.9,HOMEIMPROVEMENT,D,9.43,1.0,N,26.26,1
36,62658.12,751897.44,578892.69,48,Business,11.16,815,15006.83,0.239503,0.174243,0.06763,0,RENT,4.29,VENTURE,A,11.16,0.769909,N,18.0,0
37,53322.89,639874.68,407889.3,12,Personal,13.99,689,36622.22,0.686801,0.160112,0.134181,1,MORTGAGE,2.65,PERSONAL,C,13.99,0.637452,Y,19.09,1
30,32081.44,384977.28,586522.03,9,Education,13.64,660,68929.75,2.148586,0.05,0.134298,0,RENT,2.38,EDUCATION,D,13.64,1.0,N,13.63,1
27,60379.95,724559.4,375742.16,36,Home,11.85,387,12453.74,0.206256,0.146141,0.039706,0,RENT,4.9,HOMEIMPROVEMENT,G,11.85,0.51858,N,6.98,0
60,36888.2,442658.4,371720.68,60,Education,14.65,672,8775.89,0.237905,0.155038,0.101395,0,RENT,2.11,EDUCATION,C,14.65,0.839746,N,44.79,0
44,15000.0,180000.0,154765.91,24,Personal,14.07,606,7435.53,0.495702,0.220484,0.099353,0,MORTGAGE,13.04,PERSONAL,E,14.07,0.859811,N,25.83,0
30,76942.51,923310.12,734386.74,24,Business,12.89,805,34877.58,0.453294,0.141909,0.036318,0,RENT,1.95,VENTURE,A,12.89,0.795385,N,9.48,0
53,72686.46,872237.52,650329.65,60,Personal,12.16,900,14519.27,0.199752,0.238563,0.084737,1,OTHER,2.75,PERSONAL,A,12.16,0.745588,Y,34.43,0
54,58095.5,697146.0,774715.49,36,Auto,11.57,795,25572.23,0.440176,0.286947,0.045715,1,RENT,7.77,VENTURE,B,11.57,1.0,Y,34.19,0
59,39518.31,474219.72,943945.97,48,Auto,13.1,771,25368.63,0.641946,0.158326,0.182986,0,MORTGAGE,4.21,VENTURE,B,13.1,1.0,N,40.8,0
27,49353.5,592242.0,556464.77,36,Auto,11.88,727,18451.3,0.37386,0.2443,0.07665,0,RENT,9.0,VENTURE,C,11.88,0.93959,N,10.25,0
46,84252.17,1011026.04,1842548.79,60,Home,12.54,681,41495.03,0.49251,0.121377,0.07464,0,RENT,4.14,HOMEIMPROVEMENT,C,12.54,1.0,N,28.11,0
60,35274.41,423292.92,224997.39,36,Auto,9.97,744,7257.34,0.20574,0.111233,0.097931,0,RENT,2.2,VENTURE,B,9.97,0.531541,N,41.37,0
53,86317.49,1035809.88,1681817.57,9,Auto,10.91,592,195464.3,2.264481,0.24428,0.127302,0,OWN,3.93,VENTURE,E,10.91,1.0,N,34.56,1
30,21270.82,255249.84,468615.04,9,Auto,12.16,662,54742.52,2.573597,0.05,0.231563,0,RENT,9.41,VENTURE,D,12.16,1.0,N,12.79,1
56,57005.19,684062.28,252140.94,36,Auto,9.71,649,8101.29,0.142115,0.211203,0.020206,0,MORTGAGE,11.36,VENTURE,D,9.71,0.368594,N,37.83,0
37,52336.77,628041.24,1005838.76,24,Auto,12.17,585,47428.62,0.90622,0.098043,0.157164,0,MORTGAGE,5.4,VENTURE,E,12.17,1.0,N,21.01,1
40,94052.74,1128632.88,687380.75,12,Business,8.81,747,60052.25,0.638495,0.142922,0.164917,0,RENT,2.53,VENTURE,B,8.81,0.609038,N,20.2,1
43,29692.28,356307.36,503679.2,24,Business,14.02,748,24188.13,0.814627,0.159061,0.112703,0,MORTGAGE,8.61,VENTURE,B,14.02,1.0,N,25.59,1
51,31701.33,380415.96,566123.4,60,Personal,11.63,623,12487.98,0.393926,0.132012,0.093284,0,RENT,3.97,PERSONAL,D,11.63,1.0,N,31.97,0
25,22321.45,267857.4,364291.05,24,Business,12.3,638,17200.15,0.770566,0.255376,0.153037,1,MORTGAGE,6.42,VENTURE,D,12.3,1.0,Y,5.87,1
42,36678.99,440147.88,610019.65,48,Education,9.72,746,15390.33,0.419595,0.05,0.042559,0,OWN,10.02,EDUCATION,B,9.72,1.0,N,23.88,0
53,60069.1,720829.2,1292818.55,24,Auto,11.33,644,60453.27,1.006395,0.05,0.119821,0,MORTGAGE,6.12,VENTURE,D,11.33,1.0,N,32.12,1
42,17523.43,210281.16,275503.46,12,Auto,9.77,638,24191.61,1.38053,0.05,0.126549,0,RENT,6.82,VENTURE,D,9.77,1.0,N,25.17,1
31,39507.76,474093.12,655666.66,24,Home,8.74,730,29874.65,0.756172,0.152445,0.130745,0,RENT,11.43,HOMEIMPROVEMENT,C,8.74,1.0,N,13.09,1
23,74345.19,892142.28,386545.05,24,Home,10.96,782,18009.63,0.242243,0.103624,0.058804,0,OWN,2.19,HOMEIMPROVEMENT,B,10.96,0.433277,N,1.3,0
42,48449.26,581391.12,813601.59,60,Home,8.5,788,16692.28,0.344531,0.330156,0.011732,0,RENT,5.08,HOMEIMPROVEMENT,B,8.5,1.0,N,24.1,1
49,53912.81,646953.72,1019152.98,12,Business,11.95,652,90525.55,1.67911,0.05,0.116733,0,MORTGAGE,3.07,VENTURE,D,11.95,1.0,N,33.06,0
42,20875.69,250508.28,348467.12,24,Auto,12.56,703,16495.62,0.790183,0.200393,0.138214,1,RENT,7.35,VENTURE,C,12.56,1.0,Y,24.59,0
60,48531.71,582380.52,1082355.08,36,Personal,11.28,645,35577.41,0.733075,0.30024,0.153579,0,RENT,7.55,PERSONAL,D,11.28,1.0,N,42.46,0
45,52428.8,629145.6,355484.96,24,Education,12.68,659,16847.85,0.321347,0.080393,0.02827,0,OWN,7.42,EDUCATION,D,12.68,0.565028,N,28.84,0
41,46712.26,560547.12,759716.16,24,Auto,8.86,826,34658.95,0.741967,0.12204,0.129202,1,OWN,2.25,VENTURE,A,8.86,1.0,Y,24.33,1
23,56482.21,677786.52,912236.68,12,Auto,9.22,694,79870.75,1.414087,0.05,0.202551,0,RENT,5.0,VENTURE,C,9.22,1.0,N,6.43,0
43,42809.9,513718.8,515572.24,36,Personal,9.33,627,16473.21,0.384799,0.070823,0.142228,0,OWN,6.42,PERSONAL,D,9.33,1.0,N,26.49,0
